##MAIN
name                Lee
    frame    data/chars/bosses/lee/s301.png
    frame    data/chars/bosses/lee/s302.png
    frame    data/chars/bosses/lee/s303.png
    delay    32
    @cmd dasher 5 0 0
    attack 240 100 54 80 2 0 0 0 0 18
    seal 1 1
    dropv 4 1 0
    frame    data/chars/bosses/lee/s304.png
    delay    2
    @cmd dasher 1 0 0
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s305.png

anim follow2 #RAGE COMBO
    @cmd dasher 0
    fastattack 1
    jugglecost 0
    forcedirection -1
    energycost 60 1 6
    otg 1
    loop    0
    delay    1
    offset    240 180
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighPunch.wav
    frame    data/chars/bosses/lee/r100.png
    frame    data/chars/bosses/lee/r101.png
    frame    data/chars/bosses/lee/r102.png
    delay    3
    attack 255 110 60 70 1 0 0 0 10 15
    seal 1 1
    frame    data/chars/bosses/lee/r103.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r104.png
    frame    data/chars/bosses/lee/r105.png
    frame    data/chars/bosses/lee/r106.png
    frame    data/chars/bosses/lee/r107.png
    frame    data/chars/bosses/lee/r108.png
    frame    data/chars/bosses/lee/r109.png
    delay    3
    sound    data/sounds/MediumAttack.wav
    hitfx    data/sounds/MediumKick.wav
    attack 240 119 88 60 1 0 0 0 15 15
    seal 1 1
    frame    data/chars/bosses/lee/r110.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r111.png
    frame    data/chars/bosses/lee/r112.png
    frame    data/chars/bosses/lee/r113.png
    frame    data/chars/bosses/lee/r114.png
    frame    data/chars/bosses/lee/r115.png
    delay    3
    sound    data/sounds/LowAttack.wav
    hitfx    data/sounds/LowKick.wav
    attack 240 130 88 50 1 0 0 0 15 15
    seal 1 1
    frame    data/chars/bosses/lee/r116.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r117.png
    delay    3
    sound    data/sounds/LowAttack.wav
    hitfx    data/sounds/LowKick.wav
    attack 240 130 88 50 1 0 0 0 15 15
    seal 1 1
    frame    data/chars/bosses/lee/r118.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r119.png
    frame    data/chars/bosses/lee/r120.png
    frame    data/chars/bosses/lee/r121.png
    frame    data/chars/bosses/lee/r122.png
    frame    data/chars/bosses/lee/r123.png
    delay    3
    sound    data/sounds/LowAttack.wav
    hitfx    data/sounds/LowKick.wav
    attack 235 130 90 50 1 0 0 0 15 15
    seal 1 1
    frame    data/chars/bosses/lee/r124.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r125.png
    frame    data/chars/bosses/lee/r126.png
    frame    data/chars/bosses/lee/r127.png
    frame    data/chars/bosses/lee/r128.png
    frame    data/chars/bosses/lee/r129.png
    delay    3
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    attack 235 105 85 75 1 0 0 0 15 15
    seal 1 1
    frame    data/chars/bosses/lee/r130.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r131.png
    frame    data/chars/bosses/lee/r132.png
    frame    data/chars/bosses/lee/r133.png
    frame    data/chars/bosses/lee/r134.png
    delay    3
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    attack 245 77 90 100 1 0 0 0 25 15
    seal 1 1
    frame    data/chars/bosses/lee/r135.png #35
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r135.png
    delay    3
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    attack 245 77 90 100 1 0 0 0 25 15
    seal 1 1
    frame    data/chars/bosses/lee/r136.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r136.png
    delay    3
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    attack 245 120 90 60 1 0 0 0 25 15
    seal 1 1
    frame    data/chars/bosses/lee/r137.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r138.png
    frame    data/chars/bosses/lee/r139.png
    frame    data/chars/bosses/lee/r140.png #42
    frame    data/chars/bosses/lee/r141.png
    frame    data/chars/bosses/lee/r142.png
    frame    data/chars/bosses/lee/r143.png
    delay    3
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    attack 245 109 82 70 3 1 1 0 25 15
    seal 1 1
    frame    data/chars/bosses/lee/r144.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r145.png
    frame    data/chars/bosses/lee/r146.png
    frame    data/chars/bosses/lee/r147.png
    frame    data/chars/bosses/lee/r148.png #50
    delay    3
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    attack 245 103 90 75 3 1 1 0 25 15
    seal 1 1
    frame    data/chars/bosses/lee/r149.png
    @cmd leaper 1 6 0
    delay    2
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r150.png
    sound    data/voices/lee46.wav
    frame    data/chars/bosses/lee/r151.png
    frame    data/chars/bosses/lee/r152.png #54
    delay    3
    hitfx    data/sounds/HighKick.wav
    @cmd leaper 1 1 0
    attack 229 135 70 45 1 1 1 0 10 24
    seal 1 1
    frame    data/chars/bosses/lee/r153.png #55
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r154.png
    attack 229 135 75 45 1 1 1 0 10 24
    seal 1 1
    frame    data/chars/bosses/lee/r155.png
    @cmd looper 55 2
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r156.png
    delay    3
    sound    data/sounds/HighAttack.wav
    hitfx    data/sounds/HighKick.wav
    @cmd leaper 1 1 0
    burn 229 135 70 45 3 1 1 0 15 24
    seal 1 1
    frame    data/chars/bosses/lee/r153.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r154.png
    burn 229 135 75 45 3 1 1 0 15 24
    seal 1 1
    frame    data/chars/bosses/lee/r155.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r156.png
    @cmd landFrame
    frame    data/chars/bosses/lee/r157.png # 63
    @cmd leaper 0 3 0
    frame    data/chars/bosses/lee/r157.png # 64
    frame    data/chars/bosses/lee/r158.png
    frame    data/chars/bosses/lee/r159.png
    frame    data/chars/bosses/lee/r160.png
    delay    5
    attack8 240 90 90 90 55 1 0 0 35 24
    dropv 5 0
    seal 1 1
    frame    data/chars/bosses/lee/r161.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r161.png
    hitflash Flash
    hitfx    data/sounds/burn.wav
    delay    5
    burn 240 40 100 168 50 1 0 0 25 24
    dropv 4 1
    seal 1 1
    frame    data/chars/bosses/lee/r162x.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r163.png
    delay    5
    burn 240 70 115 155 45 1 0 0 20 24
    dropv 3 1
    seal 1 1
    frame    data/chars/bosses/lee/r164x.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r165.png
    frame    data/chars/bosses/lee/r166.png
    frame    data/chars/bosses/lee/r167.png
    frame    data/chars/bosses/lee/r168.png
    frame    data/chars/bosses/lee/r169.png
    @cmd landFrame
    frame    data/chars/bosses/lee/r170.png

anim freespecial2 #Grab Run
    followanim 5
    followcond 4
    attackone 1
    fastattack 1
    jugglecost 1
    energycost 5 1 6 #grabrun cost
    forcedirection -1
    otg 1
    loop    0
    delay    6
    offset    240 180
    hitfx    data/sounds/Throw2.wav
    sound    data/voices/lee19.wav
    @cmd dasher 4 0 0
    bbox 238 114 35 60
    attack 240 100 42 80 1 0 1 1 0 24
    frame    data/chars/bosses/lee/run02.png
    sound    data/sounds/Run.wav
    frame    data/chars/bosses/lee/run03.png
    frame    data/chars/bosses/lee/run04.png
    frame    data/chars/bosses/lee/run05.png
    frame    data/chars/bosses/lee/run06.png
    sound    data/sounds/Run2.wav
    @cmd dasher 0 0 0
    frame    data/chars/bosses/lee/run07.png

anim freespecial3 #Upper Flaming Kick
    @cmd dasher 0
    attackone 0
    fastattack 1
    jugglecost 1
    forcedirection -1
    energycost 20 1 6
    otg 1
    loop    0
    offset    240 180
    delay    2
    sound    data/voices/lee34.wav
    hitfx    data/sounds/HighKick.wav
    @cmd grabEnd
    @cmd leaper 0 3 0
    bbox     226 125 35 55
    frame    data/chars/bosses/lee/j600.png
    frame    data/chars/bosses/lee/j601.png
    bbox     226 110 35 70
    frame    data/chars/bosses/lee/j602.png
    delay    6
    hitflash Impact
    bbox     226 96 30 65
    attack8 240 90 90 90 5 1 0 0 35 24
    dropv 5 0
    seal 1 1
    frame    data/chars/bosses/lee/j603.png
    attack 0 0 0 0 0 0 0 0 0 0
    bbox     226 105 35 70
    frame    data/chars/bosses/lee/j604.png
    hitflash Flash
    hitfx    data/sounds/burn.wav
    delay    6
    bbox     233 110 35 65
    burn 240 40 100 168 15 1 0 0 25 24
    dropv 4 1
    seal 1 1
    frame    data/chars/bosses/lee/j605x.png
    attack 0 0 0 0 0 0 0 0 0 0
    bbox     233 110 35 60
    frame    data/chars/bosses/lee/j606.png
    delay    6
    burn 240 70 115 155 25 1 0 0 20 24
    dropv 3 1
    seal 1 1
    frame    data/chars/bosses/lee/j607x.png
    attack 0 0 0 0 0 0 0 0 0 0
    bbox     226 120 30 45
    frame    data/chars/bosses/lee/j608.png
    bbox     235 120 40 33
    frame    data/chars/bosses/lee/j609.png
    bbox     240 117 35 40
    frame    data/chars/bosses/lee/j610.png
    bbox     230 117 45 30
    frame    data/chars/bosses/lee/j611.png
    bbox     226 93 30 80
    frame    data/chars/bosses/lee/j612.png
    @cmd landFrame
    bbox     226 114 30 65
    frame    data/chars/bosses/lee/jump07.png


anim freespecial4 #RAGE COMBO2
    followanim 3
    followcond 1
    fastattack 1
    jugglecost 0
    forcedirection -1
    energycost 60 1 6
    otg 1
    loop    0
    delay    2
    offset    240 180
    @cmd spawnBind "Rage" 0 0 -1
    sound    data/voices/lee43.wav
    hitfx    data/sounds/StrongPunch.wav
    frame    data/chars/bosses/lee/s300.png
    frame    data/chars/bosses/lee/s301.png
    frame    data/chars/bosses/lee/s302.png
    frame    data/chars/bosses/lee/s303.png
    delay    32
    @cmd dasher 5 0 0
    attack 240 100 54 80 2 0 0 0 0 18
    seal 1 1
    dropv 4 1 0
    frame    data/chars/bosses/lee/s304.png
    delay    2
    @cmd dasher 1 0 0
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/s305.png

anim follow3 #Rage Combo2
    @cmd dasher 0
    fastattack 1
    jugglecost 0
    forcedirection -1
    energycost 60 1 6
    otg 1
    loop    0
    delay    1
    offset    240 180
    hitfx    data/sounds/Explosion.wav
    frame    data/chars/bosses/lee/s305.png
    frame    data/chars/bosses/lee/s306.png
    frame    data/chars/bosses/lee/r204.png
    frame    data/chars/bosses/lee/r205.png
    delay 6
    burn 240 0 170 180 35 1 1 0 15 36
    dropv 3 0
    frame    data/chars/bosses/lee/r206x.png
    frame    data/chars/bosses/lee/r207x.png
    frame    data/chars/bosses/lee/r208x.png
    frame    data/chars/bosses/lee/r209x.png
    frame    data/chars/bosses/lee/r210x.png
    sound    data/voices/lee44.wav
    attack 0 0 0 0 0 0 0 0 0 0
    delay 2
    frame    data/chars/bosses/lee/r211.png
    frame    data/chars/bosses/lee/r212.png
    frame    data/chars/bosses/lee/r213.png
    delay    8
    @cmd dasher 10 0 0
    frame    data/chars/bosses/lee/r214.png
    offset    240 180
    hitfx    data/sounds/StrongPunch.wav
    frame    data/chars/bosses/lee/empty.png
    delay    4
    offset    380 180
    @cmd dasher 0 0 0
    attack 0 0 390 270 5 1 1 0 5 36
    seal 1 1
    frame    data/chars/bosses/lee/r213x.png
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r213x.png
    @cmd looper 14 9
    hitflash Impact
    hitfx    data/sounds/Explosion.wav
    burn 0 0 390 270 99 1 1 0 15 36
    dropv 3 2
    seal 1 1
    frame    data/chars/bosses/lee/r213x.png
    delay    6
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r213x.png
    offset    240 180
    frame    data/chars/bosses/lee/r214.png

anim follow5
    loop    0
    jugglecost 3
    delay    16
    offset    240 180
    @cmd dasher 0
    @cmd landGrab
    frame    data/chars/bosses/lee/grab00.png

anim follow6 #GRAB ESCAPE
    @cmd dasher 0
    fastattack 1
    jugglecost 1
    forcedirection -1
    otg 1
    energycost 10 1 6
    loop    0
    offset    240 180
    delay    2
    sound    data/sounds/Clash5.wav
    @cmd recoverGp
    @cmd spawn01 "Escape" 35 50 1
    frame    data/chars/bosses/lee/f100.png
    @cmd leaper 0.5 2 0
    frame    data/chars/bosses/lee/f101.png
    frame    data/chars/bosses/lee/f102.png
    frame    data/chars/bosses/lee/f103.png
    frame    data/chars/bosses/lee/f104.png
    frame    data/chars/bosses/lee/f105.png
    hitfx    data/sounds/burn.wav
    delay 6
    burn 230 60 110 115 25 1 0 0 35 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/f106x.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/f106.png
    delay 6
    burn 230 75 110 110 15 1 0 0 35 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/f107x.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/f107.png
    delay 3
    frame    data/chars/bosses/lee/f108.png
    frame    data/chars/bosses/lee/jump06.png
    @cmd landFrame
    frame    data/chars/bosses/lee/jump07.png

anim follow7 #Jump Flaming Kick
    fastattack 1
    jugglecost 1
    forcedirection -1
    otg 1
    energycost 10 1 6
    loop    0
    offset    240 180
    delay    2
    sound    data/sounds/Clash5.wav
    @cmd recoverGp
    @cmd spawn01 "Counter" 0 0 1
    bbox 226 105 30 75
    frame    data/chars/bosses/lee/f100.png
    @cmd leaper 0.5 2 0
    frame    data/chars/bosses/lee/f101.png
    frame    data/chars/bosses/lee/f102.png
    frame    data/chars/bosses/lee/f103.png
    frame    data/chars/bosses/lee/f104.png
    frame    data/chars/bosses/lee/f105.png
    hitfx    data/sounds/burn.wav
    delay 6
    bbox 226 117 30 57
    burn 230 60 110 115 25 1 0 0 35 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/f106x.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/f106.png
    delay 6
    bbox 226 108 30 50
    burn 230 75 110 110 35 1 0 0 30 24
    dropv 3 1 0
    frame    data/chars/bosses/lee/f107x.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/f107.png
    delay 3
    bbox 226 99 30 80
    frame    data/chars/bosses/lee/f108.png
    bbox     224 94 30 80
    frame    data/chars/bosses/lee/jump06.png
    @cmd landFrame
    bbox     226 114 30 65
    frame    data/chars/bosses/lee/jump07.png

anim follow8 #Air Flaming Spin Kicks
    fastattack 1
    jugglecost 1
    forcedirection -1
    energycost 10 1 6
    otg 1
    loop    0
    delay    10
    offset    240 180
    hitfx    data/sounds/HighKick.wav
    bbox 226 100 30 80
    frame    data/chars/bosses/lee/r005.png
    @cmd leaper 1.5 2.5 0
    delay    5
    bbox 245 100 55 45
    frame    data/chars/bosses/lee/r006.png
    attack 240 81 120 100 7 1 0 0 15 24
    dropv 3 1.5 0
    frame    data/chars/bosses/lee/r007.png
    delay    1
    hitfx    data/sounds/burn.wav
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r008.png
    delay    5
    burn 240 81 120 100 7 1 0 0 15 24
    dropv 1 1.5 0
    frame    data/chars/bosses/lee/r009x.png
    delay    1
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r010.png
    bbox 255 107 40 50
    frame    data/chars/bosses/lee/r011.png
    delay    5
    bbox 235 115 30 55
    burn 240 81 120 100 7 1 0 0 20 24
    dropv 2.5 1.5 0
    frame    data/chars/bosses/lee/r012x.png
    delay    1
    bbox 226 97 30 70
    attack 0 0 0 0 0 0 0 0 0 0
    frame    data/chars/bosses/lee/r013.png
    @cmd landFrame
    delay    3
    bbox 226 100 30 80
    frame    data/chars/bosses/lee/r014.png
    frame    data/chars/bosses/lee/r015.png
    frame    data/chars/bosses/lee/r016.png
    frame    data/chars/bosses/lee/r017.png
    frame    data/chars/bosses/lee/r018.png
    frame    data/chars/bosses/lee/r019.png
    frame    data/chars/bosses/lee/r020.png

anim follow9 #AERIAL RECOVER
    loop    0
    delay    4
    offset    240 180
    sound    data/sounds/SpecialAttack5.wav
    @cmd landSafe
    @cmd invinc 2
    @cmd leaper -1.3 1.6 0
    frame    data/chars/bosses/lee/fjump05.png
    frame    data/chars/bosses/lee/fjump06.png
    frame    data/chars/bosses/lee/fjump07.png
    frame    data/chars/bosses/lee/fjump08.png
    frame    data/chars/bosses/lee/fjump09.png
    frame    data/chars/bosses/lee/fjump10.png
    delay    6
    frame    data/chars/bosses/lee/fjump11.png
    @cmd landFrame
    frame    data/chars/bosses/lee/fjump12.png
    frame    data/chars/bosses/lee/fjump13.png
    frame    data/chars/bosses/lee/fjump14.png

anim follow10 #DODGE
    loop    0
    delay    6
    offset    240 180
    @cmd flip
    sound    data/sounds/Jumping.wav
    frame    data/chars/bosses/lee/dodge01.png
    frame    data/chars/bosses/lee/dodge02.png
    frame    data/chars/bosses/lee/dodge03.png
    frame    data/chars/bosses/lee/dodge04.png
    frame    data/chars/bosses/lee/dodge05.png
    frame    data/chars/bosses/lee/dodge06.png
    delay 2
    frame    data/chars/bosses/lee/dodge07.png
    @cmd landFrame
    delay 6
    sound    data/sounds/Jumpland.wav
    @cmd invinc 1
    frame    data/chars/bosses/lee/dodge08.png

anim follow11 #BLOCK
    @cmd checkBlock
    loop    0
    delay    12
    offset    240 180
    bbox     220 95 50 85
    @cmd block 1
    @cmd blockCost
    frame    data/chars/bosses/lee/block00.png
    @cmd keyLoop "attack3" 0
    @cmd block 0
    frame    data/chars/bosses/lee/block00.png

anim follow12 #PARRY
    loop    0
    delay    24
    offset    240 180
    bbox     226 95 40 85
    @cmd block 1
    frame    data/chars/bosses/lee/block00.png

anim dodge
    @cmd lockAni "dodgeType" "sor2x"
    @cmd lockAni "dodgeType" "sor2x_(alt._mode_on)"
    @cmd lockAni "dodgeType" "off"
    loop    0
    delay    8
    offset    240 180
    @cmd flip
    sound    data/sounds/Jumping.wav
    @cmd leaper 0 2 0
    @cmd keyMove 0 2
    sound    data/sounds/Jumping.wav
    frame    data/chars/bosses/lee/dodge01.png
    frame    data/chars/bosses/lee/dodge02.png
    frame    data/chars/bosses/lee/dodge03.png
    frame    data/chars/bosses/lee/dodge04.png
    frame    data/chars/bosses/lee/dodge05.png
    frame    data/chars/bosses/lee/dodge06.png
    delay 2
    frame    data/chars/bosses/lee/dodge07.png
    delay    6
    @cmd landFrame
    @cmd invinc 1
    sound    data/sounds/Jumpland.wav
    frame    data/chars/bosses/lee/dodge08.png
